num_events,duration,total_distance,avg_velocity,std_velocity,max_velocity,median_velocity,avg_acceleration,std_acceleration,avg_angular_velocity,avg_curvature,click_count,click_rate,drag_count,drag_ratio,pause_count,pause_ratio,x_mean,y_mean,x_std,y_std,x_range,y_range,straightness,avg_sampling_rate,user_id,session_id,split,is_illegal
31773,3952.71899986,266224.9137182579,38.414240026740714,344.43493882288385,5000.0,0.0,167.86226312762176,939.1292546048131,0.9457311065219451,0.15505256701979325,402,0.1017021447804001,187,0.005885500267522739,555,0.017467661221792087,398.9608472602524,391.93315078840527,287.62077666612277,211.2119336756055,1439.0,899.0,50.0,8.03826429380013,user20,session_3767642011,train,0
31441,2823.625,514936.17304153735,43.434903694741934,379.78959709099246,5000.0,0.0,254.0688333860204,1695.0206298070837,0.9757141167742336,0.14448381221023526,325,0.11510027004294125,171,0.005438758309214083,391,0.012435991221653255,290.66804490951307,425.9006074870392,232.93779627479145,255.99028639819306,1439.0,899.0,50.0,11.134977201292665,user20,session_7888368102,train,0
40475,13296.244,2650161.464744731,279.3360294723263,743.2321549349999,5563.911087569602,48.275816469360194,2671.8089745166844,8637.06450704145,4.621226740283872,0.14441017747863455,2013,0.15139613863885168,1767,0.04365657813465102,1651,0.04079061148857319,417.9721062384188,397.2984558369364,704.7583426098496,681.5387037146924,65535.0,65535.0,50.0,3.0440927528104926,user20,session_9673196280,train,0
39131,4223.28100014,261482.29013691813,28.204912040627747,291.4493557250507,5000.0,0.0,85.29816945792554,410.0311394743364,0.766224012814984,0.12602162956889207,347,0.08216360691805662,2595,0.0663157087730955,443,0.011320947586312642,499.36091589788145,345.4211750274718,338.5215794363079,240.94836232009825,1439.0,899.0,50.0,9.26554496343076,user20,session_9818121880,train,0
16386,5937.79200006,1619336.0086481632,272.9571810889104,707.1588746805288,5000.0,28.2346244867482,2615.880780927888,7227.256596374507,5.471861757003218,0.18052060119514213,896,0.15089784215933233,553,0.03374832173806908,670,0.04088856340778713,296.57353838642746,338.87849383620164,1034.8016535177426,1033.9942281187082,65535.0,65535.0,50.0,2.7596116535968966,user21,session_0347800921,train,0
17636,11340.046,1048616.2430441482,259.67574456364713,698.9404121077212,5000.0,21.833569596147914,2541.426882549643,7506.085908862997,5.815773904352657,0.21488552965889382,1002,0.08835942993529303,499,0.028294397822635518,716,0.04059877523247902,363.16369925153094,351.0181447040145,537.2482928562321,524.0256414853644,65535.0,65535.0,50.0,1.5551965133122034,user21,session_0639882460,train,0
21465,7881.71500015,1371977.172539537,281.2601969834629,729.1679625388489,5000.0,24.53986074007631,2476.725350804063,6660.744421362896,5.14255633022094,0.20977722981394353,1304,0.165446225849981,750,0.03494060097833683,1171,0.054553924994176564,355.4858141160028,309.82152341020264,282.53000064417137,196.02753459318342,1363.0,767.0,50.0,2.7233920535811675,user21,session_5306911480,train,0
16022,3513.5710001,1799893.3298008135,346.5491898365734,877.2523890463715,5749.016144069858,41.666697434460225,3014.354872499144,7979.694222909318,5.884622839671933,0.19136078946798715,643,0.18300469806407768,367,0.022906004244164273,585,0.036512295593558855,332.1278242416677,374.10541755086757,923.5050770043053,913.685798648736,65535.0,65535.0,50.0,4.560033083021232,user21,session_6886360376,train,0
17740,4688.05099988,948091.3707171783,322.67375989257187,738.9388505823015,5000.0,40.02482630897114,3065.9674990476738,7677.699364641717,5.616935664190869,0.15840608763970268,1379,0.29415209007651544,553,0.03117249154453213,773,0.04357384441939121,411.1825817361894,314.28444193912065,255.07902581288135,184.84444177072342,1363.0,767.0,50.0,3.784088526437552,user21,session_7001496014,train,0
15342,4579.09700012,1085158.3743689312,334.229357950889,844.9518174469316,6044.6728894795815,38.543274222997084,3247.503356412709,9061.54203201857,5.530831895724284,0.16983297100246092,902,0.1969820687302239,364,0.02372572024507887,612,0.03989049667579194,376.9072480771738,318.2149654543084,581.2280282254671,553.707489240916,65535.0,65535.0,50.0,3.350442237759529,user21,session_7767882493,train,0
21340,15193.3369999,793950.8087997963,214.67091240311868,596.7974575216134,5000.0,19.736833015975872,2125.314789033618,6812.443063382731,5.043557250332079,0.2098209771538221,1361,0.08957874099738311,572,0.026804123711340205,1107,0.05187441424554826,305.2340206185567,309.0349578256795,204.46954538620534,182.43101878954755,1363.0,767.0,50.0,1.4045630660427302,user21,session_8505229187,train,0
21583,11903.0020001,1208256.776625115,304.60657604911194,885.2187453550058,6649.276503804746,44.50549427346956,2766.2570200117057,9214.66966286834,4.095670489893141,0.12303627440861278,1219,0.10241113964273542,393,0.01820877542510309,770,0.0356762266598712,355.47722744752815,332.3751100403095,259.61648544398065,189.94845433654527,1279.0,799.0,50.0,1.8132400548885632,user23,session_0405064924,train,0
21115,6404.78299999,920618.8304369987,235.66186164578474,651.8809494010562,5000.0,37.65852464958502,2115.7816355826276,6566.733200720068,3.8186551054802167,0.12354306868727967,999,0.15597718142856049,246,0.011650485436893204,781,0.03698792327729102,298.61676533270185,322.57130002367984,254.4135359415808,185.56868978566487,1279.0,799.0,50.0,3.2967549408048593,user23,session_1123244103,train,0
17348,11100.9850001,500016.9620536616,200.26723401060687,537.6816511745797,5000.0,36.23188143252114,1769.242076245346,5514.070778563381,4.0865366349847125,0.15615550756592594,1136,0.10233326141687127,668,0.03850587964030436,788,0.045423103527784184,333.3879409730228,287.03441318884023,243.21173576768354,162.9102883799215,1279.0,799.0,50.0,1.562744206918911,user23,session_2080551697,train,0
17127,7143.27400017,798085.4441080701,283.61232540871634,673.4122859258682,5000.0,62.575732741411066,2256.1522324395883,6239.062515827912,3.783200928271348,0.12263464807396242,948,0.13271225490964492,326,0.019034273369533485,736,0.04297308343551118,343.0070064809949,290.97471828107666,275.8283280648943,186.14362441724558,1279.0,799.0,50.0,2.397640073668237,user23,session_3195683016,train,0
18940,9655.79900002,662279.6338411471,236.2451514168718,591.9492076594518,5000.0,46.726363414879444,2006.053031580187,6051.890826715902,4.061044243396314,0.14097966507043017,1061,0.10988215475465078,298,0.01573389651531151,861,0.04545934530095037,314.1501055966209,353.5823653643083,227.5508462433209,165.09648475904837,1279.0,799.0,50.0,1.9615155617842468,user23,session_7336984763,train,0
28435,20934.878,1170876.1557418825,237.03107868264257,641.8336036454989,5000.0,35.928182437561716,2033.4959909958345,6431.54872864136,4.003878741382336,0.14314988763119757,1345,0.06424685159378526,592,0.020819412695621594,1220,0.04290487075786882,371.2349920872165,315.4256022507473,302.18961009299477,170.5539358981399,1279.0,799.0,50.0,1.3582596468916608,user23,session_9962419470,train,0
14980,14088.24,717891.3753248155,310.23769508230515,728.8843857290733,5000.0,38.46255648029485,3061.2072032887136,7955.428569979787,4.582399304265949,0.1506277649609081,1347,0.09561165908587588,419,0.027970627503337783,724,0.04833110814419225,415.3340453938585,327.5351802403204,329.8117066282172,218.78877203399392,1919.0,1079.0,50.0,1.0632981834494586,user29,session_0595774526,train,0
13640,6217.06100011,426115.7115935016,206.965450419956,720.5839111091083,5776.003225006721,4.317578717145711,50494.58273196161,419446.19197884004,3.83905596417546,0.1533672154989319,913,0.14685395558831513,612,0.044868035190615836,637,0.04670087976539589,342.00857771260996,325.8724340175953,288.18598323875693,222.41452545452503,1919.0,1079.0,50.0,2.1939627099941053,user29,session_2786719181,train,0
15524,7344.84700012,4848746.459431736,287.4226088828919,696.7456901040973,5000.0,42.96149586969655,2697.105458643151,7247.283968556355,4.953512263964403,0.15102463325599863,1030,0.14023437111531006,710,0.04573563514558104,612,0.03942282916774027,439.4698531306364,369.373357382118,2572.1547283779823,2570.034181510553,65535.0,65535.0,50.0,2.1135906574699743,user29,session_3135434116,train,0
32601,6905.26999998,1154865.55540997,204.22669735953446,636.5748440688625,5000.0,13.309929229774578,29670.331470672085,254306.10440808214,4.2287010029204035,0.14967510116216254,1832,0.26530461517150034,1513,0.04640961933683016,1382,0.04239133768902795,304.4617649765345,287.46651943191927,199.633703415961,157.63596446114022,1023.0,767.0,50.0,4.721176724457469,user29,session_3424156599,train,0
18114,15807.411,968527.2254904751,261.9040249793178,820.0324203794289,5996.786199192211,5.870863571238789,24760.333410463507,211707.4199249973,3.907319302874412,0.1431185783310158,1104,0.06984065891625137,742,0.04096279121121784,837,0.04620735342828751,311.29248095395826,328.1405542674175,302.0310489168198,221.67350876927287,1919.0,1079.0,50.0,1.1459182025443635,user29,session_4384625557,train,0
13707,6783.58100009,2998542.8319872455,298.43452018403315,689.5549854745067,5000.0,46.1538106509287,2754.600682720689,7099.917865020089,4.779031152287228,0.15419069725944126,1000,0.1474147651493706,410,0.02991172393667469,464,0.03385131684540746,372.6360253884876,338.80229080032103,2021.1356988803075,2017.4894436771192,65535.0,65535.0,50.0,2.020614185902423,user29,session_5396497934,train,0
23185,7662.04699993,694782.4290197995,188.84268925645443,664.9074959567791,5399.0678745952155,3.940887243078086,35873.39607181024,312061.7373576312,3.855824815707775,0.15164679244150406,1526,0.19916348725268082,1332,0.0574509381065344,1043,0.04498598231615269,268.3742505930559,320.2998921716627,244.97470975753882,209.97639966569758,1919.0,1079.0,50.0,3.0259537693010516,user29,session_8617964668,train,0
23107,7895.28900003,1032222.3944708421,259.78444299050693,666.8262411945581,5000.0,39.92979244279345,2399.1856269807818,6817.1392046626415,5.148746867593666,0.15827597904292257,1063,0.13463725013688047,748,0.03237114294369672,796,0.03444843553901415,330.9795732894794,345.93504132946725,234.8676497050614,174.08561195526664,1023.0,767.0,50.0,2.9266819745182473,user35,session_1909471574,train,0
21328,10877.76,942851.7837157886,253.46382466356852,656.9192435348524,5000.0,35.706357555334584,2139.56518085204,6293.314403943876,4.5328871856746575,0.1771041425963281,991,0.09110331538846232,944,0.04426106526631658,1115,0.05227869467366842,405.7013315828957,341.3887378094524,288.2697707931555,195.89071810817134,1363.0,767.0,50.0,1.9606977907216192,user35,session_3412209090,train,0
16901,9117.34299994,693319.7602082042,249.6251550437609,642.9667306070983,5000.0,36.81344637272576,2369.2496813541397,6928.491082911474,5.064037511354704,0.162621306128711,911,0.09991946118578574,325,0.019229631382758416,771,0.0456186024495592,348.6199633157801,337.6659960949056,215.34011106478772,173.54253431322067,1279.0,767.0,50.0,1.8537198830965582,user35,session_5394017914,train,0
19415,18208.599,966918.6728318974,296.65892090172355,700.8386645670587,5000.0,44.27549147026719,2511.8627264294178,6595.594073343646,4.281921119976283,0.16449480569752223,866,0.04755994681413985,750,0.03862992531547772,1374,0.0707700231779552,416.01282513520476,361.89065155807367,354.37909256743745,212.70586460751113,1363.0,767.0,50.0,1.066254465815849,user35,session_6509784211,train,0
18119,7448.73199987,788659.6735120387,230.06589028271813,547.1683550809646,5000.0,42.86421420521464,1896.0638225195114,5014.212737416196,3.9482564672401477,0.16269910054645123,965,0.12955225131161138,258,0.014239196423643689,1219,0.0672774435675258,312.2040951487389,338.1346100778189,538.4897394932157,523.284401430149,65535.0,65535.0,50.0,2.432494550792836,user35,session_6820312264,train,0
83091,7476.08400011,996518.0053216619,67.47605834913644,474.9415010661966,5000.0,0.0,26383.869801708785,218808.82174005415,1.8692911669169199,0.20629126709244033,1289,0.17241646829824736,7036,0.0846782443345248,1037,0.012480292691145853,309.07348569640516,363.60408467824436,209.87957711811453,180.71952632933244,1279.0,799.0,50.0,11.114241091830621,user7,session_0041905381,train,0
43484,2452.39199996,388237.56254503643,73.68358709729942,508.06846889481636,5000.0,0.0,43557.331984071185,347103.279349974,2.025859712123175,0.19216966926163562,706,0.287882198282948,1815,0.04173949038726888,556,0.012786312206788704,378.59674822923375,383.1834697819888,232.1441648545091,184.89282732009383,1223.0,799.0,50.0,17.731259929370694,user7,session_1060325796,train,0
69832,7806.75200009,1036277.5014433808,68.0994053940452,474.12151200216096,5000.0,0.0,16875.944470545757,148582.18538020598,1.744960166972133,0.1695171268730134,909,0.11643766831449501,2264,0.03242066674304044,737,0.010553900790468553,292.61987341047086,349.43724939855656,215.00923876945654,223.07912070861795,1279.0,799.0,50.0,8.94507728684028,user7,session_3320405034,train,0
59197,4521.73400021,872050.9447306129,64.04635438308543,456.81127050102236,5000.0,0.0,17561.64900826698,152020.52222479347,1.8118007786730475,0.19445697613354798,754,0.16675018918958578,2684,0.045340135479838506,601,0.010152541513928071,285.64575907562886,357.3952903018734,319.4408621575689,331.70110422722354,65535.0,65535.0,50.0,13.091659084159032,user7,session_3826583375,train,0
54338,3379.977,637327.0502086908,70.52196286647529,495.9760623957582,5000.0,0.0,28672.68059129776,240808.96229722427,1.7777494885436846,0.18525201871446909,1178,0.34852308166594037,1852,0.034082962199565685,831,0.015293165004232766,396.21195112076265,370.7817365379661,269.37477570809455,188.68778724925687,1279.0,799.0,50.0,16.076440756845386,user7,session_6668463071,train,0
48209,3804.79699993,634720.7710734911,66.25797264714899,476.2969385385208,5000.0,0.0,23267.88290033016,206878.88200132767,1.8084412724747458,0.18442029250644593,728,0.191337409068971,497,0.010309278350515464,320,0.006637764732726255,279.06025845796427,292.80001659441183,222.82861458425526,178.21621261852877,1279.0,799.0,50.0,12.670584002480801,user7,session_8961330453,train,0
67909,4901.56200004,1540918.7993199034,86.07499003819295,545.0614823297919,5000.0,0.0,50595.8866965928,399312.3436685647,2.122668456780485,0.16580653225978706,1123,0.2291106386068024,1204,0.017729608741109425,468,0.006891575490730242,338.0974097689555,336.43213712468156,498.70935645509644,472.6280036020823,65535.0,65535.0,50.0,13.854563096303956,user7,session_9017095287,train,0
54418,2997.91799998,1394488.9112292656,25.978394841591093,288.0735672517286,5000.0,0.0,58.34726182366644,380.33363567066976,0.8276259726830135,0.19638773022871162,588,0.19613611846752405,1729,0.03177257525083612,517,0.00950053291190415,353.5171634385681,292.91203278327026,724.5422633503214,704.8096544101775,65535.0,65535.0,50.0,18.151930773411095,user9,session_0335985747,train,0
58141,4724.47199988,772030.9679448663,26.7521348716081,297.08820370832655,5000.0,0.0,60.002866651782064,380.0528372628541,0.8193534021019675,0.19086738121765773,691,0.14625973019155392,614,0.010560533874546361,592,0.010182143409986069,348.64359058151734,348.9987616312069,442.0545369026503,418.94446904610317,65535.0,65535.0,50.0,12.30634873092205,user9,session_3390119815,train,0
72732,4946.69199991,525061.1776019793,27.16921427898655,298.00885302390503,5000.0,0.0,87.15199590731537,613.2043012196813,0.8192277417136108,0.19035350218763827,967,0.1954841740738242,666,0.009156904801187922,737,0.01013309134906231,406.33081724687895,337.68126821756584,286.52772555119026,175.444752135305,1359.0,767.0,50.0,14.703159202417147,user9,session_3879637058,train,0
56973,2909.58999991,299791.21848667006,23.274262786076275,268.934967960684,5000.0,0.0,41.88432249850134,230.77826902549674,0.783718402851251,0.20406255998407338,764,0.2625799511352569,668,0.011724852122935425,598,0.010496199954364347,426.71656749688447,328.90955364821934,289.9078879566273,147.23179770694784,1332.0,767.0,50.0,19.581109366530093,user9,session_4373781904,train,0
59781,2833.41100001,1202613.13946538,21.745670784569867,259.4442300821248,5000.0,0.0,34.05452510250156,171.76341246793598,0.7141664832767084,0.1951203608662324,677,0.23893462684997363,1211,0.020257272377511248,546,0.009133336678877904,362.2729797092722,310.7293287164818,651.9497850952812,621.7871487105309,65535.0,65535.0,50.0,21.098598120706463,user9,session_5155383252,train,0
57106,2846.82200003,303439.15613710607,24.608361062333906,281.75176371825125,5000.0,0.0,42.95528192343573,229.0270987156342,0.7872046749638303,0.19964739147368213,1002,0.35197142637981615,992,0.017371204426855323,659,0.011539943263404896,387.563898714671,333.7456659545407,297.97893654036136,155.29654537265557,1363.0,701.0,50.0,20.0595611525407,user9,session_7285432516,train,0
56517,3330.49599981,301530.46981340426,24.78954432651706,279.81274182436476,5000.0,0.0,45.25523134218961,251.97369888248895,0.7919513780856166,0.18278495759430646,571,0.1714459347894652,1382,0.02445281950563547,596,0.010545499584195905,324.5769237574535,296.0636268733301,222.08055854920212,170.85036798662875,1356.0,716.0,50.0,16.96954447722628,user9,session_8764610836,train,0
1613,439.580999851,49094.888495797386,201.2063862101548,509.6592782083805,5000.0,21.925800418022163,1628.5275830396313,4147.002043956431,4.171875142293521,0.2200654612129705,125,0.28436169907791714,36,0.022318660880347178,72,0.044637321760694355,284.22814631122134,283.01301921884686,223.83578320395836,160.18030846509492,1363.0,743.0,50.0,3.669403364901443,user12,session_0126772600,test,1
596,137.802000046,15271.003909926674,191.35118380028237,617.1236196980619,5000.0,0.0,39139.709033714724,346726.71317419637,2.744934914993581,0.08783252618079178,133,0.9651529002162739,1,0.0016778523489932886,53,0.08892617449664429,831.7097315436241,508.62080536912754,358.8301927085506,154.4258996761193,1143.0,653.0,20.91486382030042,4.325046079164656,user12,session_0166199610,test,0
1425,644.641000032,55996.753124079245,233.32536202534843,663.9493749624021,5000.0,13.888883777006763,2392.271928890664,6667.889229575577,3.8419384229332043,0.14803583691007877,89,0.13806133956044067,14,0.009824561403508772,103,0.07228070175438596,301.84491228070175,294.9424561403509,214.1267947208513,161.93796339879557,1354.0,681.0,50.0,2.210532683973348,user12,session_0170625567,test,1
685,363.464999914,26984.263125921592,266.15641154068743,634.459330938496,5000.0,37.2409298964816,2608.1450203354293,6291.900023097881,4.48238028748706,0.13206173341487984,59,0.16232649639981864,39,0.05693430656934306,45,0.06569343065693431,600.0978102189781,335.91678832116787,350.6072143891902,159.4403051362821,1329.0,933.0,46.11993038627404,1.8846381361673858,user12,session_0172860263,test,1
788,626.059999943,28592.45859466084,245.5525756366275,660.1085089698521,5000.0,25.000023828152344,2619.3519948399867,7060.220805601089,5.354362131150719,0.2719280436614479,55,0.08785100470403397,4,0.005076142131979695,77,0.09771573604060914,231.96954314720813,259.9060913705584,210.71284973453132,160.72802542969242,1361.0,764.0,50.0,1.258665303759614,user12,session_0172989910,test,1
923,243.958999872,38599.14231312509,215.17062458379257,589.0650790702991,5000.0,4.017652188660265,1956.5609605573684,5921.497284321189,2.824321373100804,0.13081584901631818,35,0.14346673014057174,6,0.0065005417118093175,56,0.06067172264355363,859.3596966413868,604.8407367280606,428.24923888799947,250.15365253949275,1912.0,1079.0,50.0,3.7834226262785062,user12,session_0195566274,test,0
1721,746.298000097,104222.4980188042,299.43169685516926,901.4421101620657,6867.469757878625,41.45547454432196,2326.0122491877096,6943.615037685348,4.4161709667341675,0.18699454775617189,75,0.1004960484823112,231,0.13422428820453225,80,0.046484601975595584,659.1336432306798,406.9860546194073,377.1215947746588,193.30319248273668,1310.0,732.0,50.0,2.3060493258407675,user12,session_0611188910,test,0
1193,525.167000055,53224.117247512746,214.358460556157,595.3386820437137,5000.0,17.746581531746628,1720.7821471713044,4426.490176833483,4.013128190329451,0.17027534596726718,106,0.2018405573634649,23,0.019279128248113998,100,0.08382229673093043,275.11316010058675,286.3629505448449,249.385650726091,154.17092580782327,1150.0,689.0,50.0,2.2716583484397512,user12,session_0718520474,test,1
868,291.373999834,75073.31556588311,378.63930375407796,953.1796160600762,6516.58355707931,34.51398920168275,3259.0382806420507,9253.313463593728,3.572047051803151,0.1438663718466129,28,0.09609642595410711,6,0.0069124423963133645,76,0.08755760368663594,397.2315668202765,525.4389400921659,281.04946359357973,311.40211946037175,1220.0,1072.0,50.0,2.9789892045773203,user12,session_0831009063,test,0
2013,740.006999969,120938.36519526422,260.72349778303607,685.8628732916578,5083.519316480362,28.846128605794377,2069.2896730706343,5850.041222901222,3.3286040843978943,0.16935583394341228,77,0.10405306977261788,191,0.09488325881768504,173,0.08594138102334824,498.9244908097367,411.6880278191754,332.8825103055097,193.1052104602407,1336.0,767.0,50.0,2.720244538341296,user12,session_0893120027,test,0
